amount,available_cash,required_reserve,pending_concurrent_outflows,agent_trust_score,agent_confidence,policy_violations,urgency_score,liquidity_ratio_before,projected_liquidity_ratio,global_projected_liquidity_ratio,reserve_shortfall,cross_agent_conflict_severity,risk_score,risk_category,recommended_decision
771485.8262186808,390488.8846098601,220520.26957195386,104992.49403595475,84.95439863194954,0.6213681833076039,0,4.0,1.771,0.0,0.0,706509.71,1.0,77.1,HIGH,BLOCK
435066.4257459378,1698697.516370494,591088.2330782518,775246.1082602962,49.18993324374992,0.6836960776946699,0,1.0,2.874,2.138,0.826,102703.25,0.474,31.1,LOW,MODIFY
896159.3809109195,1586224.1168955436,1408050.0024152114,166278.53335110564,41.36266802257724,0.6704663188886695,0,4.0,1.127,0.49,0.372,884263.8,0.928,74.5,HIGH,MODIFY
150514.61114183423,1158566.79321369,975062.4145215938,131385.93130768408,56.85462233912721,0.6625478190070021,1,2.0,1.188,1.034,0.899,98396.16,0.401,37.1,MEDIUM,MODIFY
770393.6811599893,1490662.9161962585,908318.3086593691,757570.5132933039,96.75539812798777,0.9653268589576961,0,1.0,1.641,0.793,0.0,945619.59,1.0,76.1,HIGH,MODIFY
721933.3106959192,1883015.2221446647,590327.6241624537,466772.1622954576,83.30391998173599,0.7185387491522407,0,3.0,3.19,1.967,1.176,0.0,0.35,26.2,LOW,ALLOW
854864.6070443515,1013333.8136190076,900115.5743345373,658338.9471493613,60.582170022411816,0.7627942879104921,0,3.0,1.126,0.176,0.0,1399985.31,1.0,86.5,CRITICAL,MODIFY
704432.8181158109,1991257.252513453,739906.6918632826,718922.7441789733,59.072237982914004,0.7936981546102406,1,3.0,2.691,1.739,0.768,172005.0,0.532,38.1,MEDIUM,MODIFY
481611.04278349376,857641.4532505894,686113.1626004716,479261.27153454087,85.67183684768634,0.7612876832494035,0,3.0,1.25,0.548,0.0,789344.02,1.0,76.2,HIGH,MODIFY
173444.61977088472,1354092.5667393352,572570.6672812307,798188.8463693821,59.55126118180886,0.7962010048924649,0,2.0,2.365,2.062,0.668,190111.57,0.632,33.4,LOW,MODIFY
65199.741789792904,1298640.4500837214,983395.2116377539,583584.687384718,42.779469611676795,0.9028952371833296,0,4.0,1.321,1.254,0.661,333539.19,0.639,41.9,MEDIUM,MODIFY
847905.8246376142,1330528.6146814579,447502.2739525466,655123.1135649259,50.82886734431471,0.7447994353052112,1,1.0,2.973,1.078,0.0,620002.6,1.0,85.3,CRITICAL,MODIFY
759275.8414199161,794431.6044457612,635545.283556609,130208.67721797709,77.7244906891741,0.6615816681116888,0,1.0,1.25,0.055,0.0,730598.2,1.0,75.7,HIGH,MODIFY
701212.3556602681,603583.5624481711,166883.91741852148,537586.109169633,56.62073619411746,0.8729764177638477,0,2.0,3.617,0.0,0.0,802098.82,1.0,88.0,CRITICAL,BLOCK
1065366.1539913507,783527.4049744343,626821.9239795475,234915.4860466416,67.37809614501724,0.8301434532006766,0,1.0,1.25,0.0,0.0,1143576.16,1.0,82.5,CRITICAL,BLOCK
338200.235515434,1411265.858078532,1129012.6864628256,603033.7679712367,73.05802687480546,0.6937557818349418,3,3.0,1.25,0.95,0.416,658980.83,0.884,76.2,HIGH,BLOCK
1037799.8346559792,1758242.9424575812,597520.4603768954,234634.55182600362,75.93721584239304,0.9260342379297947,0,1.0,2.943,1.206,0.813,111711.9,0.487,34.8,LOW,MODIFY
777703.1464935285,1899178.4768307183,1395035.2279725447,480038.21201507596,60.0451075989456,0.6520534580539803,1,3.0,1.361,0.804,0.46,753598.11,0.84,71.0,HIGH,MODIFY
369294.7595368056,1186773.6470823472,820328.4267406594,460132.5062365075,54.7162525743443,0.6246754234118397,0,4.0,1.447,0.997,0.436,462982.05,0.864,62.0,HIGH,MODIFY
864408.1050499942,245820.15735027142,196656.12588021715,743455.4211519453,43.174120676189816,0.8610858225162333,0,3.0,1.25,0.0,0.0,1558699.49,1.0,89.8,CRITICAL,BLOCK
548218.1196722798,1729280.4210154968,984909.4389636109,519071.501267829,55.88226137037708,0.6109194608799331,1,4.0,1.756,1.199,0.672,322918.64,0.628,48.8,MEDIUM,MODIFY
356119.65839234914,671105.1616068413,536884.129285473,480344.7290384807,56.08056490804075,0.6347146875890094,1,2.0,1.25,0.587,0.0,702243.36,1.0,90.2,CRITICAL,MODIFY
1112200.442772974,1124611.9926612135,886213.5648481309,325652.71449409606,56.01457030062497,0.6140557479480815,0,4.0,1.269,0.014,0.0,1199454.73,1.0,84.3,CRITICAL,MODIFY
408167.51175556326,1470965.511142293,569623.5750707351,709503.8361596896,75.76679888249367,0.8237686274943803,0,4.0,2.582,1.866,0.62,216329.41,0.68,39.7,MEDIUM,MODIFY
1184469.5620280667,882332.7659313628,705866.2127450902,545410.3911037617,45.467889164262274,0.8614646258597707,0,1.0,1.25,0.0,0.0,1553413.4,1.0,87.1,CRITICAL,BLOCK
322439.5830030258,381036.719004094,304829.37520327524,689799.8306548776,52.09380087563963,0.9306546771106812,0,3.0,1.25,0.192,0.0,936032.07,1.0,87.5,CRITICAL,MODIFY
887102.9822773519,1944922.1408979318,803910.3785535683,554539.6352364286,74.39854698288082,0.9301503665838087,2,4.0,2.419,1.316,0.626,300630.86,0.674,54.5,MEDIUM,BLOCK
810656.0209315435,1677125.4604627131,674695.3894237253,712921.2036837782,75.2838346860467,0.7696351378090897,0,2.0,2.486,1.284,0.228,521147.15,1.0,64.4,HIGH,MODIFY
431400.70735636656,219384.64869169085,175507.71895335268,61566.040861735164,48.11285756975705,0.9599287493774662,1,3.0,1.25,0.0,0.0,449089.82,1.0,91.9,CRITICAL,BLOCK
407849.99536173535,1599785.9887088288,937775.6316070659,624893.0959065963,52.124195631818054,0.7017592242684316,0,2.0,1.706,1.271,0.605,370732.73,0.695,50.0,MEDIUM,MODIFY
577220.285360847,1388803.749990602,420591.47340132773,453670.9181462919,70.20300542566495,0.8812479267622746,0,1.0,3.302,1.93,0.851,62678.93,0.449,26.6,LOW,MODIFY
602634.6498440331,1052394.4363227407,841915.5490581926,2174.7595846544064,73.10855353203459,0.6345412029747187,1,1.0,1.25,0.534,0.532,394330.52,0.018,43.9,MEDIUM,MODIFY
1124115.5944779876,1298188.817400039,1038551.0539200312,166770.41174195262,45.5319644413219,0.6917001589008095,0,4.0,1.25,0.168,0.007,1031248.24,1.0,85.2,CRITICAL,MODIFY
592709.770417485,1565204.9300945308,282684.8782237207,388128.12430787104,75.49987381368372,0.6935958230928874,1,4.0,5.537,3.44,2.067,0.0,0.428,32.0,LOW,ALLOW
813328.479510071,1122809.649291478,242598.99675231858,137737.01293872006,83.44536961600326,0.9239094571614355,2,2.0,4.628,1.276,0.708,70854.84,0.592,51.6,MEDIUM,BLOCK
862406.9095006209,1134306.6240007617,907445.2992006093,689220.1740625926,46.62071060851018,0.7914153114021854,1,1.0,1.25,0.3,0.0,1324765.76,1.0,93.0,CRITICAL,MODIFY
913072.569451645,835863.6398349678,300402.4914221255,640971.8888456294,97.37097817907211,0.8607602238613684,0,1.0,2.782,0.0,0.0,1018583.31,1.0,76.6,HIGH,BLOCK
126021.71967394793,495312.5151962049,396250.01215696393,34969.92413104856,47.339765800620114,0.9122799475093173,0,2.0,1.25,0.932,0.844,61929.14,0.128,42.5,MEDIUM,MODIFY
316359.13373194746,1085950.0752146274,522289.99646735983,179332.06550456333,92.49307248399691,0.6231187435794971,0,4.0,2.079,1.473,1.13,0.0,0.086,15.6,LOW,ALLOW
302655.50372648117,363585.882607306,290868.70608584484,277939.18562266714,46.7979002649031,0.7593172566244383,0,2.0,1.25,0.209,0.0,507877.51,1.0,87.6,CRITICAL,MODIFY
743360.4327437483,1920761.187891535,1079989.166980878,442428.4301282014,98.95806598646496,0.7575774316379217,0,4.0,1.779,1.09,0.681,345016.84,0.619,37.4,MEDIUM,MODIFY
553902.9611596859,1682204.0322340576,511567.9343291212,620032.7554727962,62.27201211102124,0.710946524295385,0,3.0,3.288,2.206,0.994,3299.62,0.306,21.0,LOW,MODIFY
148362.97147023343,474258.25663383916,379406.60530707135,556890.7037093574,92.42950192616266,0.7297511895529377,0,1.0,1.25,0.859,0.0,610402.02,1.0,75.0,HIGH,MODIFY
1103692.0092220656,1863228.3634717397,658917.9752870462,783054.2801855685,92.0326215655223,0.8261871859969729,0,2.0,2.828,1.153,0.0,682435.9,1.0,71.9,HIGH,MODIFY
315326.41152744123,1892897.122009246,1406036.956989708,217260.65676570806,93.77539550190409,0.8277403750898108,1,4.0,1.346,1.122,0.967,45726.9,0.333,20.6,LOW,MODIFY
918623.195257233,1716755.5113442924,1039262.8883125556,231075.5639642226,54.79167205412793,0.9254050891815688,3,1.0,1.652,0.768,0.546,472206.14,0.754,77.0,HIGH,BLOCK
12255.576179702899,615678.6085979142,497126.53787568654,210303.8538295561,62.67220825112004,0.6393475803022695,0,3.0,1.238,1.214,0.791,104007.36,0.509,21.7,LOW,ALLOW
91182.68124664837,853588.6427237332,567774.6150470932,233926.5986635847,58.77387873413423,0.7236587996967576,1,4.0,1.503,1.343,0.931,39295.25,0.369,25.5,LOW,ALLOW
282911.6046065893,230914.02644367554,184731.22115494043,19909.99132396123,54.05558654584654,0.6320635825805897,2,3.0,1.25,0.0,0.0,256638.79,0.247,79.2,HIGH,BLOCK
735143.3728990734,602857.5986500748,482286.07892005984,758743.7599852674,60.07374128980427,0.8055043295422768,0,4.0,1.25,0.0,0.0,1373315.61,1.0,84.5,CRITICAL,BLOCK
535145.2566534054,438512.32191269833,350809.8575301587,97585.52908084993,61.36090904347742,0.9259817446703329,0,1.0,1.25,0.0,0.0,545028.32,1.0,83.0,CRITICAL,BLOCK
862728.1046825593,1572596.081934893,1224288.4498240426,681447.9442063291,79.96659000533269,0.70727122504514,0,3.0,1.284,0.58,0.023,1195868.42,1.0,79.1,HIGH,MODIFY
1097368.282407696,1954382.1942576203,1304893.7001427251,34853.57430307499,57.5538098881098,0.6268472489989373,0,2.0,1.498,0.657,0.63,482733.36,0.123,47.6,MEDIUM,MODIFY
728916.0169875975,622533.5439471101,498026.83515768807,531233.2965553649,72.77643460971868,0.7909275370524986,0,2.0,1.25,0.0,0.0,1135642.6,1.0,83.6,CRITICAL,BLOCK
822039.2459283101,1352286.815852459,643703.4512393931,436858.1765445755,86.33550410232765,0.6698979291919146,0,2.0,2.101,0.824,0.145,550314.06,1.0,73.3,HIGH,MODIFY
129112.05914199493,1587675.645787805,648903.9211472622,48750.21908744017,70.8758131522928,0.8984360344550462,0,1.0,2.447,2.248,2.173,0.0,0.079,9.0,LOW,ALLOW
1067679.6254949889,1210451.1962547074,820836.8443263255,448228.7778565182,56.83320435106219,0.9042108523144209,0,3.0,1.475,0.174,0.0,1126294.05,1.0,82.7,CRITICAL,MODIFY
1178592.4696162322,1258816.690306169,1035474.3451312184,271521.60518213623,87.83463829914675,0.6762319369104421,0,4.0,1.216,0.077,0.0,1226771.73,1.0,81.2,CRITICAL,MODIFY
331762.5091975806,1000660.9039732277,800528.7231785823,662920.0215673036,91.42969779924519,0.863242243289518,0,3.0,1.25,0.836,0.007,794550.35,1.0,76.7,HIGH,MODIFY
781051.4331655448,546887.6674681173,330599.5162284131,3039.6321872439457,70.4304827873758,0.910575985605475,0,2.0,1.654,0.0,0.0,567802.91,0.292,68.1,HIGH,BLOCK
588268.2398066621,1231106.0646633138,188344.08816522761,716478.3009014402,44.93008508333657,0.9529152600849893,0,4.0,6.536,3.413,0.0,261984.56,1.0,72.8,HIGH,MODIFY
1004906.0017630853,400675.9392024799,320540.75136198394,527235.6997678286,67.77478423080547,0.6635054153844188,0,3.0,1.25,0.0,0.0,1452006.51,1.0,82.1,CRITICAL,BLOCK
981179.8097055804,1666366.8076602158,630144.3594956126,432346.8936115724,45.03034553908872,0.964254792421662,0,4.0,2.644,1.087,0.401,377304.26,0.899,66.6,HIGH,MODIFY
1097820.6346709367,967211.0656666899,633674.3615831052,744978.2020245998,91.874434847809,0.6188434326688198,0,3.0,1.526,0.0,0.0,1509262.13,1.0,76.8,HIGH,BLOCK
274503.66456651693,410841.7540614796,328673.40324918367,311170.1615906698,60.03079152683176,0.7838265995940413,0,1.0,1.25,0.415,0.0,503505.48,1.0,82.3,CRITICAL,MODIFY
571056.9660702351,939803.4941458843,751842.7953167075,249804.170365066,74.54960007179477,0.9631972771471358,0,2.0,1.25,0.49,0.158,632900.44,1.0,77.0,HIGH,MODIFY
955058.0712287342,1011851.6277429363,809481.302194349,596069.340069104,72.2602947197818,0.9127523114890844,0,1.0,1.25,0.07,0.0,1348757.09,1.0,83.6,CRITICAL,MODIFY
217103.0801144915,285424.4803383178,228339.58427065425,643945.8255635969,71.62131323946463,0.6748801587428793,0,4.0,1.25,0.299,0.0,803964.01,1.0,84.5,CRITICAL,MODIFY
799881.9396670219,403781.5687661475,338117.5633837837,747385.4603247981,83.89224913238746,0.6801759252135592,1,1.0,1.194,0.0,0.0,1481603.39,1.0,81.5,CRITICAL,BLOCK
54098.37116655482,618455.1894157403,183249.82330168673,625863.161411047,79.7304181262437,0.8172275772828872,2,3.0,3.375,3.08,0.0,244756.17,1.0,67.9,HIGH,BLOCK
410632.8444550022,1727947.4407569126,1232049.9284638132,653479.8130717326,81.52802733087367,0.7086424365846941,0,1.0,1.402,1.069,0.539,568215.15,0.761,47.3,MEDIUM,MODIFY
1143079.9750419392,867049.6287719973,693639.7030175979,42846.13851489159,62.70776490838297,0.6878695722553867,3,3.0,1.25,0.0,0.0,1012516.19,0.248,86.9,CRITICAL,BLOCK
514725.48550185224,1978705.3790652135,495110.6853033206,693538.5190485416,83.97600530725558,0.6490162870680676,0,4.0,3.996,2.957,1.556,0.0,0.317,20.4,LOW,ALLOW
433237.3049415366,1258472.3921221623,524617.660316884,601283.4807356267,95.44168685228678,0.894890117315194,0,2.0,2.399,1.573,0.427,300666.05,0.873,46.5,MEDIUM,MODIFY
1185211.1150720036,1607115.2863516808,501977.9537589917,292976.7089424999,75.65301487254948,0.807636420358073,0,2.0,3.202,0.84,0.257,373050.49,1.0,68.4,HIGH,MODIFY
483809.9075675158,1896820.1259352486,1034248.4116657015,555683.2709718299,51.15361275608082,0.93168463843156,1,4.0,1.834,1.366,0.829,176921.46,0.471,40.7,MEDIUM,MODIFY
424092.9584375778,395348.8422241634,212622.9667355334,676696.7793895174,53.83855232887788,0.9448108851224152,0,2.0,1.859,0.0,0.0,918063.86,1.0,89.6,CRITICAL,BLOCK
228435.70935376454,1427331.588956027,527944.9306122593,3864.6763169063015,60.49019627535297,0.8638708268785362,0,4.0,2.704,2.271,2.264,0.0,0.092,17.7,LOW,ALLOW
642156.2804093222,948606.6394145379,758885.3115316303,409380.2347240532,59.96574918263275,0.8801265676457947,0,3.0,1.25,0.404,0.0,861815.19,1.0,87.7,CRITICAL,MODIFY
543516.3916940822,777235.8050438708,621788.6440350966,612422.434168633,66.48811092148087,0.8204102457393643,1,4.0,1.25,0.376,0.0,1000491.66,1.0,87.1,CRITICAL,MODIFY
701279.6840153058,726407.1617987449,368731.8817024188,786808.2646001952,83.14184711389765,0.9307762576510262,0,2.0,1.97,0.068,0.0,1130412.67,1.0,80.7,CRITICAL,MODIFY
598747.8892101506,1127236.5216945915,940009.152683571,537514.5645618427,59.340368283108745,0.9146517261131485,2,4.0,1.199,0.562,0.0,949035.08,1.0,95.4,CRITICAL,BLOCK
1112425.1229745268,975995.6287840246,780796.5030272198,610369.4755878241,53.721572878561076,0.8961549840086511,0,1.0,1.25,0.0,0.0,1527595.47,1.0,86.8,CRITICAL,BLOCK
1110503.9143156502,990343.7922923954,792275.0338339163,476287.9268022732,62.014818254039895,0.6419329009203991,2,2.0,1.25,0.0,0.0,1388723.08,1.0,98.0,CRITICAL,BLOCK
94523.02618615511,1646228.503511297,707183.0317464012,571112.0882183933,73.19839272944375,0.8314308623237762,0,2.0,2.328,2.194,1.387,0.0,0.032,10.3,LOW,ALLOW
963912.4317615067,894172.5801151984,579526.8703218373,447593.93839394156,68.66505601779369,0.7764345613992164,0,2.0,1.543,0.0,0.0,1096860.66,1.0,82.3,CRITICAL,BLOCK
380998.95656353125,1336174.4585353013,237886.92310072138,325880.15361781954,86.6330499719313,0.6422564906812719,2,2.0,5.617,4.015,2.645,0.0,0.107,27.2,LOW,BLOCK
518568.82890127384,327765.89530700824,227412.74859973782,262486.0020314821,96.22470766930525,0.751165970650563,1,2.0,1.441,0.0,0.0,680701.68,1.0,76.5,HIGH,BLOCK
713787.6505906909,1591699.9377427225,857818.9418078939,31842.04143789824,96.65663791740099,0.777863940598585,1,1.0,1.856,1.023,0.986,11748.7,0.113,26.0,LOW,MODIFY
324729.6813160832,1314395.8391832476,286810.9409822996,666802.987211172,74.87251615052945,0.8152367355037606,0,2.0,4.583,3.451,1.126,0.0,0.343,23.4,LOW,ALLOW
211577.67790185421,457739.82707691484,366191.8616615319,247622.37318623034,94.6621223672573,0.6328908939422849,0,4.0,1.25,0.672,0.0,367652.09,1.0,81.7,CRITICAL,MODIFY
71328.74587123957,1666808.6260299224,785375.6956329662,475523.1302323336,67.25502037441531,0.6245657449984346,0,3.0,2.122,2.031,1.426,0.0,0.094,14.0,LOW,ALLOW
20335.818601650906,1538604.445455882,246318.56370449928,75001.01329823083,71.07219766612394,0.7321056088560289,0,4.0,6.246,6.164,5.859,0.0,0.006,3.4,LOW,ALLOW
902850.9605464087,380424.1538875402,304339.3231100322,105926.78621352665,46.88641712059952,0.8738717957910047,0,2.0,1.25,0.0,0.0,932692.92,1.0,89.2,CRITICAL,BLOCK
1098208.9723862563,1939675.6283791517,253484.2884380287,436844.2649165668,44.021614248323225,0.7477332529489246,0,3.0,7.652,3.32,1.596,0.0,0.418,42.0,MEDIUM,ALLOW
87084.64128675059,1132691.3924648915,793753.7788463262,671039.2295165824,46.483119715863,0.8394114345976491,0,4.0,1.427,1.317,0.472,419186.26,0.828,47.4,MEDIUM,MODIFY
143367.7401038225,469674.91014772886,354941.84113876685,304907.32942397083,85.60756679603455,0.9557205001136428,2,3.0,1.323,0.919,0.06,333542.0,1.0,86.5,CRITICAL,BLOCK
84866.73577807075,978745.5708006066,346902.7049581666,699473.6104290604,41.16587849103079,0.9052787431390146,1,3.0,2.821,2.577,0.56,152497.48,0.74,48.0,MEDIUM,MODIFY
337743.5606645421,264860.49406014686,211888.3952481175,591057.027320155,93.16194424215087,0.6326151021521579,0,2.0,1.25,0.0,0.0,875828.49,1.0,75.0,HIGH,BLOCK
420895.78550345596,796402.6350644897,637122.1080515918,669700.0024968459,59.39240799931026,0.9833219923321346,0,2.0,1.25,0.589,0.0,931315.26,1.0,83.6,CRITICAL,MODIFY
147288.63652618692,1936735.7199984665,392240.49081389705,370356.6946348963,58.90033882827665,0.7962426613466926,0,1.0,4.938,4.562,3.618,0.0,0.127,11.1,LOW,ALLOW
768714.934475776,1442369.553234016,981075.3333022927,11477.132052813844,46.246136105885185,0.8043642334787184,0,4.0,1.47,0.687,0.675,318897.85,0.042,45.7,MEDIUM,MODIFY
22944.22644233382,1118504.7845692108,810414.8201552276,729615.7073694598,76.2815335888049,0.6171198483501233,1,3.0,1.38,1.352,0.452,444469.97,0.848,44.1,MEDIUM,MODIFY
506728.00344061106,1456343.7196723958,1165074.9757379168,693570.7178659004,84.70096414064513,0.7704275128104354,0,1.0,1.25,0.815,0.22,909029.98,1.0,75.9,HIGH,MODIFY
735832.7900013282,1901850.2561102742,571046.9301034689,56056.147259028854,97.86393829143613,0.6162097060698062,1,4.0,3.33,2.042,1.944,0.0,0.018,16.3,LOW,ALLOW
1185039.028363225,1271638.1131839873,1017310.49054719,776080.181126153,77.63905304391417,0.930994518274282,1,4.0,1.25,0.085,0.0,1706791.59,1.0,84.6,CRITICAL,MODIFY
980115.0865200273,1903857.0509289834,480908.47155913315,506623.9383828834,46.56437337644227,0.6770330487886066,0,2.0,3.959,1.921,0.867,63790.45,0.433,36.0,MEDIUM,MODIFY
265825.3664058887,1836058.072209628,776752.9047218465,749826.8710553051,85.83418920068364,0.9142712409249802,1,4.0,2.364,2.022,1.056,0.0,0.144,17.9,LOW,ALLOW
1034880.0884417567,1336834.4464984257,322921.4569515449,614783.5826518638,85.45619712874942,0.7129604055919048,0,3.0,4.14,0.935,0.0,635750.68,1.0,73.3,HIGH,MODIFY
45781.31077360606,305485.27494362387,244388.2199548991,22331.25063969794,77.94882613351484,0.9314180483452834,0,4.0,1.25,1.063,0.971,7015.51,0.049,15.8,LOW,ALLOW
301188.4975422334,1621032.5786587077,599415.9864364524,279287.1438717678,64.61685171251753,0.9155323194946755,3,4.0,2.704,2.202,1.736,0.0,0.122,35.7,MEDIUM,BLOCK
187023.1981635197,745878.8818763593,596703.1055010875,4237.788755859829,86.44621831691776,0.6862216606594433,0,1.0,1.25,0.937,0.929,42085.21,0.017,23.7,LOW,MODIFY
737673.1051713703,1349893.1178010628,248853.83710008947,720157.124790105,79.64744271307455,0.7879102482543742,0,3.0,5.424,2.46,0.0,356790.95,1.0,68.8,HIGH,MODIFY
430851.54816199484,1707911.1820218957,436016.232470649,487643.3150370514,49.46702259317051,0.6285910234162981,0,4.0,3.917,2.929,1.811,0.0,0.131,26.4,LOW,ALLOW
250371.33633382205,1238340.0231332164,236677.16389971494,480113.9321833174,91.94870353205278,0.7420731752279789,0,4.0,5.232,4.174,2.146,0.0,0.123,13.5,LOW,ALLOW
451065.4777033736,446792.4268348551,357433.9414678841,30778.02452764944,95.37415679255386,0.8170983773729885,0,1.0,1.25,0.0,0.0,392485.02,0.393,65.8,HIGH,BLOCK
590864.9884767216,227234.90941439534,181787.9275315163,110661.01640471784,40.83418351384073,0.7462774223163743,0,3.0,1.25,0.0,0.0,656079.02,1.0,86.4,CRITICAL,BLOCK
1002713.5329928576,1331316.1487851585,897372.0074556996,420915.0741883142,62.57624460717207,0.6770917435314754,0,4.0,1.484,0.366,0.0,989684.47,1.0,86.2,CRITICAL,MODIFY
114384.43458215205,607388.0899768845,485910.47198150767,197187.21556163335,84.04961994009389,0.7789294131285331,0,4.0,1.25,1.015,0.609,190094.03,0.691,41.5,MEDIUM,MODIFY
46577.654965218026,725309.8192904197,580247.8554323358,301117.07252420665,98.69498514568231,0.7003380251296552,0,1.0,1.25,1.17,0.651,202632.76,0.649,26.0,LOW,MODIFY
876097.3657104977,1520664.8302316712,1275533.8860449381,697664.420282725,43.73128936714502,0.793916606584049,1,2.0,1.192,0.505,0.0,1328630.84,1.0,96.5,CRITICAL,MODIFY
1047766.4031149681,1699593.5601246222,1376177.4098080485,284611.20445908356,56.7787814121081,0.78508395940982,0,3.0,1.235,0.474,0.267,1008961.46,1.0,76.4,HIGH,MODIFY
586343.6706613116,1633632.678649868,1430669.9655632607,658876.6226883825,78.44974567000509,0.7301546809715653,0,2.0,1.142,0.732,0.271,1042257.58,1.0,69.1,HIGH,MODIFY
342683.8929216578,247484.85915773967,197987.88732619176,97695.39249735608,40.55601303020975,0.717080620066147,0,4.0,1.25,0.0,0.0,390882.31,1.0,91.9,CRITICAL,BLOCK
258403.8629635154,779101.6238955949,527683.4108075688,591127.3946536632,78.28562896586544,0.8813067330799533,0,4.0,1.476,0.987,0.0,598113.04,1.0,75.5,HIGH,MODIFY
1021009.025678787,1539321.8098283526,952649.6916158524,171962.6262004046,73.42457716886568,0.9124702855503813,2,1.0,1.616,0.544,0.364,606299.53,0.936,81.6,CRITICAL,BLOCK
717867.0476992652,1528819.7266477689,1223055.7813182152,688523.6004517484,50.81481223639088,0.8494434465766003,0,2.0,1.25,0.663,0.1,1100626.7,1.0,82.9,CRITICAL,MODIFY
219095.9979027214,1402747.5665764508,444564.7682431315,287037.60002921894,58.37584934656979,0.8070256240707866,1,1.0,3.155,2.662,2.017,0.0,0.018,18.3,LOW,ALLOW
255424.333394758,419459.1394287314,335567.31154298515,445747.30513164285,64.26411155895951,0.9477292303342664,1,2.0,1.25,0.489,0.0,617279.81,1.0,88.6,CRITICAL,MODIFY
661690.19837648,596500.9614508622,477200.7691606898,55933.28748708784,94.97676931349855,0.6900822944657992,2,2.0,1.25,0.0,0.0,598323.29,1.0,84.5,CRITICAL,BLOCK
1096456.8105870718,1124298.891615428,939046.9280121002,731185.9807361059,86.22407742167006,0.7086561430247249,2,2.0,1.197,0.03,0.0,1642390.83,1.0,87.8,CRITICAL,BLOCK
515190.9900859053,1835505.2372145446,437448.20561059786,224496.98566858255,79.72562643100285,0.678819087249761,0,1.0,4.196,3.018,2.505,0.0,0.115,12.3,LOW,ALLOW
847370.3128547779,1389687.0431330747,1042637.873255983,446684.17151724896,49.03703099736484,0.8709107968518537,0,1.0,1.333,0.52,0.092,947005.31,1.0,83.5,CRITICAL,MODIFY
834670.1071560992,991530.2039856603,334641.46527378587,351667.57620168553,95.6931600732297,0.9684900443848191,0,4.0,2.963,0.469,0.0,529448.94,1.0,75.0,HIGH,MODIFY
1196211.3855932176,1431321.5842829442,1016227.7510269203,437218.1791885442,96.98270119324701,0.8879104004379782,0,3.0,1.408,0.231,0.0,1218335.73,1.0,74.5,HIGH,MODIFY
128225.71524507388,1678897.772948028,469373.7676543899,724194.6523415721,45.141902892817996,0.7487930881615404,0,3.0,3.577,3.304,1.761,0.0,0.047,16.2,LOW,ALLOW
59132.57671806627,1717456.305215713,284168.8107636686,573256.0854744246,78.72334356093862,0.6038150843169454,0,4.0,6.044,5.836,3.818,0.0,0.037,4.8,LOW,ALLOW
214346.38233550408,420330.0266694678,336264.0213355743,475755.46299919457,45.24905336070734,0.9194693875916362,0,2.0,1.25,0.613,0.0,606035.84,1.0,89.4,CRITICAL,MODIFY
961410.6130446681,992387.2226656828,793909.7781325462,412448.3463451644,65.82920687372625,0.852714205766932,0,3.0,1.25,0.039,0.0,1175381.51,1.0,78.5,HIGH,MODIFY
357778.8279298774,253379.05740110186,202703.2459208815,269540.3743676782,79.85231768366012,0.9499957163415079,0,4.0,1.25,0.0,0.0,576643.39,1.0,79.9,HIGH,BLOCK
509929.21641451784,1366854.98505499,546227.3911628318,672658.9426295366,88.67755494784461,0.7350684533897679,0,2.0,2.502,1.569,0.337,361960.57,0.963,50.9,MEDIUM,MODIFY
273812.3389530407,1563982.8139173852,1345628.9138294612,628210.0972628532,92.44389809885097,0.8752582748911171,0,3.0,1.162,0.959,0.492,683668.54,0.808,55.6,MEDIUM,MODIFY
490598.455898205,1437502.1257263736,1248403.189053061,44619.6344686407,98.97798212947721,0.6728672615635634,2,3.0,1.151,0.758,0.723,346119.15,0.003,41.2,MEDIUM,BLOCK
694939.0629863474,968162.3733065998,774529.8986452799,539025.5174465397,41.13756471440759,0.9652334660351306,1,4.0,1.25,0.353,0.0,1040332.11,1.0,94.8,CRITICAL,MODIFY
258929.89912461213,823054.6753639376,658443.7402911502,308393.26836612175,97.69853487628541,0.7936164565812488,1,3.0,1.25,0.857,0.388,402712.23,0.912,63.3,HIGH,MODIFY
260316.67052835078,1136695.1846358213,844976.3233893613,466454.02185663336,85.54584707974486,0.6195327986983815,0,1.0,1.345,1.037,0.485,435051.83,0.815,51.3,MEDIUM,MODIFY
135753.17003651225,213913.97135716112,171131.1770857289,505743.37373215536,71.33860285845287,0.8150460927000902,0,2.0,1.25,0.457,0.0,598713.75,1.0,82.0,CRITICAL,MODIFY
272259.2101637117,1110716.0096343209,927196.587168881,672806.95352555,46.241299877031274,0.8380371254561206,0,2.0,1.198,0.904,0.179,761546.74,1.0,80.1,CRITICAL,MODIFY
98068.88031791351,375188.1042554437,300150.48340435495,589617.2008635974,66.93939508377017,0.8903423179917489,0,1.0,1.25,0.923,0.0,612648.46,1.0,86.1,CRITICAL,MODIFY
901786.0333539362,991165.0063888279,792932.0051110624,100912.5018805081,47.73887787063839,0.8328696026298694,0,2.0,1.25,0.113,0.0,804465.53,1.0,89.7,CRITICAL,MODIFY
